2017-05-18 02:07:10,Processing,5000
2017-05-18 02:07:15,Processing,5000
2017-05-18 02:07:20,Processing,5000
2017-05-18 02:07:25,Processing,5000
2017-05-18 02:07:30,Processing,5000
2017-05-18 02:07:35,Processing,5000
2017-05-18 02:07:40,Processing,5000
2017-05-18 02:07:45,Processing,5000
2017-05-18 02:07:50,Processing,5000
2017-05-18 02:07:55,Processing,5000
2017-05-18 02:08:00,Processing,5000
2017-05-18 02:08:05,Processing,5000
2017-05-18 02:08:10,Processing,5000
2017-05-18 02:08:15,Processing,5000
2017-05-18 02:08:20,Processing,5000
2017-05-18 02:08:25,Processing,5000
2017-05-18 02:08:30,Processing,5000
2017-05-18 02:08:35,Processing,5000
2017-05-18 02:08:40,Processing,5000
2017-05-18 02:08:45,Processing,5000
2017-05-18 02:08:50,Waiting,5000
2017-05-18 02:08:55,Waiting,5000
2017-05-18 02:09:00,Waiting,5000
2017-05-18 02:09:05,Waiting,5000
2017-05-18 02:09:11,Waiting,5000
2017-05-18 02:09:16,Waiting,5000
2017-05-18 02:09:21,Waiting,5000
2017-05-18 02:09:26,Waiting,5000
2017-05-18 02:09:31,Waiting,5000
2017-05-18 02:09:36,Waiting,5000
2017-05-18 02:09:41,Waiting,5000
2017-05-18 02:09:46,Waiting,5000
2017-05-18 02:09:51,Waiting,5000
2017-05-18 02:09:56,Waiting,5000
2017-05-18 02:10:01,Waiting,5000
2017-05-18 02:10:06,Waiting,5000
2017-05-18 02:10:11,Waiting,5000
2017-05-18 02:18:04,Processing,5000
2017-05-18 02:19:09,Processing,5000
2017-05-18 02:19:14,Waiting,5000
2017-05-18 02:19:19,Waiting,5000
2017-05-18 02:20:16,Waiting,5000
2017-05-18 02:20:23,Processing,5000
2017-05-18 02:21:35,Waiting,8000
2017-05-18 02:21:43,Waiting,3000
2017-05-18 02:21:46,Waiting,3000
2017-05-18 02:21:49,Waiting,5000
2017-05-18 02:21:54,Waiting,5000
2017-05-18 02:21:59,Waiting,6000
2017-05-18 02:22:05,Waiting,6000
2017-05-18 02:22:11,Waiting,3000
2017-05-18 02:22:14,Waiting,3000
2017-05-18 02:22:17,Waiting,5000
2017-05-18 02:22:22,Waiting,5000
2017-05-18 02:22:27,Waiting,5000
2017-05-18 02:22:32,Waiting,5000
2017-05-18 02:22:37,Waiting,5000
